System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,reading ,reading,forecast_yield
2024-03-14 00:00:00,29.29,70.19,62.0735,59.4388,32.6856,92.0429,28.0457,35.1825,35.3844,99.0295,98.7816,56.6751,72.6399,16.5857,20000.0,0.0,0.0
14.03.2024 00:05:00,27.35,39.0699,43.4555,94.6971,79.0864,92.1133,69.7161,11.621,24.8646,42.0695,6.2708,88.7723,66.4718,3.1893,20000.0,0.0,0.0
2024-03-14 00:10:00,30.14,57.9902,91.9384,98.6707,22.8521,45.4996,73.5054,90.4062,77.2934,71.1675,33.3535,82.3163,62.0617,84.6284,20000.0,0.0,0.0
14.03.2024 00:15:00,30.95,72.0525,44.7359,80.313,55.0295,62.2637,11.6732,78.0322,16.5622,76.0838,49.964,89.5734,63.1582,78.0611,20000.0,0.0,0.0
2024-03-14 00:20:00,31.16,78.5574,14.4193,5.1449,41.3625,81.7281,39.2975,74.3341,3.7566,2.1038,34.5073,65.774,37.922,26.169,20000.0,0.0,0.0
2024-03-14 00:25:00,28.49,93.244,96.0615,24.0478,99.5482,57.339,36.7497,87.591,99.7369,48.8252,95.3368,76.975,7.2423,35.1448,20000.0,0.0,0.0
2024-03-14 00:30:00,31.86,60.0999,59.6025,59.5589,23.5365,65.4045,82.6429,69.8597,20.0992,90.4708,50.4998,64.4949,75.3807,99.2411,20000.0,0.0,0.0
2024-03-14 00:35:00,29.1,32.5069,47.5476,28.9554,49.3843,9.7433,56.1795,94.517,5.1512,11.6991,65.8006,78.5559,84.4318,51.2251,20000.0,0.0,0.0
2024-03-14 00:40:00,31.35,20.859,61.7397,22.5669,1.7881,79.9208,78.3915,61.5972,84.5918,75.2871,85.7703,12.2969,47.8213,52.8635,888888.8,0.0,0.0
2024-03-14 00:45:00,29.04,74.9572,35.3764,72.9102,43.3471,44.93,23.895,87.6719,60.3472,50.8416,97.6497,45.811,6.5587,25.7598,20000.0,0.0,0.0
2024-03-14 00:50:00,32.6,58.6804,83.2491,39.5264,36.398,9.4204,28.6886,45.9484,89.1551,83.0178,24.5973,54.1251,1.9806,50.7273,20000.0,0.0,0.0
2024-03-14 00:55:00,28.43,37.3669,49.3854,7.7446,26.3316,36.9357,37.2183,75.7237,82.2374,37.5683,75.2048,8.7092,47.7585,52.9371,20000.0,0.0,0.0
2024-03-14 01:00:00,32.1,3.8095,4.0144,8.3668,11.2476,86.4076,94.4057,32.6869,18.3597,8.1987,78.2154,7.222,38.4226,44.0163,20000.0,0.0,0.0
2024-03-14 01:05:00,29.78,48.6324,90.4419,36.077,11.4342,97.8051,22.4327,41.8698,74.5908,44.8137,79.6742,96.3761,26.0443,78.3646,20000.0,0.0,0.0
14.03.2024 01:10:00,30.69,4.156,60.4883,86.69,2.2861,10.0609,16.7472,57.7002,51.3243,54.2914,15.0163,61.1541,6.0522,27.7332,20000.0,0.0,0.0
2024-03-14 01:15:00,28.46,49.5832,54.351,72.4184,58.4425,85.9755,4.9616,58.3385,42.9459,64.101,35.6646,27.885,8.4494,81.9555,20000.0,0.0,0.0
2024-03-14 01:20:00,30.63,21.123,98.8291,71.6375,76.1815,1.8352,95.064,85.3139,10.3776,55.9542,30.5976,74.7196,76.6872,73.7936,20000.0,0.0,0.0
2024-03-14 01:25:00,30.17,23.1208,68.815,26.4098,85.6844,62.0665,67.7882,89.7979,72.2074,16.365,43.0187,44.857,89.6779,10.6203,20000.0,0.0,0.0
2024-03-14 01:30:00,30.83,79.759,2.2587,51.0419,61.5008,78.5656,87.9238,64.2741,30.5346,27.0778,39.1188,4.177,69.5376,43.2045,20000.0,0.0,0.0
2024-03-14 01:35:00,30.41,13.8136,83.8849,3.5035,21.2755,89.4609,24.6071,40.2906,6.5331,17.3132,59.675,34.697,70.2831,33.8637,20000.0,0.0,0.0
14.03.2024 01:40:00,32.1,16.3363,2.6312,96.0914,60.7733,14.5339,12.8844,17.6844,82.7012,84.3305,1.7463,70.3451,0.8402,87.8084,20000.0,0.0,0.0
2024-03-14 01:45:00,28.63,89.888,86.5907,88.4842,46.1177,19.6019,3.6994,97.183,92.7295,20.9141,89.0234,42.6182,82.6329,16.5254,20000.0,0.0,0.0
2024-03-14 01:50:00,31.3,43.7335,76.0906,71.1155,37.3185,36.0179,44.4838,59.1854,82.0107,51.2595,60.8476,79.0819,33.657,41.3675,20000.0,0.0,0.0
14.03.2024 01:55:00,27.74,32.4205,99.7455,45.5662,17.6652,2.9267,35.1251,82.2497,98.0316,0.3408,72.2619,77.8393,38.3302,21.5908,20000.0,0.0,0.0
2024-03-14 02:00:00,31.22,62.0205,71.3456,49.23,6.5506,93.9597,96.9281,75.2373,81.8769,80.3278,8.1387,74.3029,32.8544,24.7566,20000.0,0.0,0.0
2024-03-14 02:05:00,30.0,44.769,9.6639,53.7347,27.8171,66.6007,15.2393,48.7141,76.5142,59.3993,25.1892,4.3039,53.3584,64.7001,20000.0,0.0,0.0
2024-03-14 02:10:00,28.54,36.7517,4.6605,2.7082,55.5028,48.3867,62.8739,58.8527,63.3303,14.2437,77.0076,2.8553,77.6119,22.8092,20000.0,0.0,0.0
2024-03-14 02:15:00,27.71,33.9489,65.463,46.2422,66.2303,97.8917,60.6603,20.7837,67.4781,47.0943,0.3538,87.0723,52.4121,52.4487,20000.0,0.0,0.0
2024-03-14 02:20:00,30.02,75.4481,83.3689,13.3221,84.2236,66.3371,85.6058,81.9887,26.3891,29.3516,6.7397,86.1598,49.9691,75.6124,20000.0,0.0,0.0
14.03.2024 02:25:00,28.62,17.0931,70.5377,81.0666,93.2723,68.5062,50.0121,60.2876,59.5579,37.9219,83.7033,69.645,71.0121,16.1938,20000.0,0.0,0.0
14.03.2024 02:30:00,29.26,76.7012,11.1806,79.9912,92.3957,90.0754,11.2227,98.1998,41.1015,69.7303,31.7685,74.0722,10.1671,98.017,20000.0,0.0,0.0
2024-03-14 02:35:00,30.76,23.3061,76.1699,40.7278,16.6522,71.4858,76.0384,77.4255,15.8593,55.1155,88.2827,61.5805,63.1047,73.836,20000.0,0.0,0.0
2024-03-14 02:40:00,30.33,87.9839,31.0536,86.365,43.8628,96.56,66.8948,35.2963,73.7668,56.8325,17.6242,61.9369,63.8713,41.9451,20000.0,0.0,0.0
2024-03-14 02:45:00,27.94,0.2423,33.3481,27.6242,93.0287,78.1769,40.1097,9.3517,50.6718,38.7805,91.6091,54.5709,88.1082,2.9524,20000.0,0.0,0.0
2024-03-14 02:50:00,31.19,49.4634,25.1961,48.5459,8.3885,63.941,98.3117,14.6268,42.3805,88.4029,82.6576,97.5374,69.9139,54.1952,20000.0,0.0,0.0
2024-03-14 02:55:00,32.03,88.032,36.9866,16.2485,63.6003,38.0647,33.9867,82.7549,77.7046,25.1395,60.9609,4.3812,60.2992,6.5592,20000.0,0.0,0.0
2024-03-14 03:00:00,27.35,47.8764,36.1522,38.0767,97.2881,78.3835,63.0921,38.1918,18.8414,91.0386,20.0812,24.5507,11.5005,97.9871,20000.0,0.0,0.0
2024-03-14 03:05:00,31.8,12.4507,34.2062,45.3133,32.2473,88.4545,5.7426,58.5825,24.2283,12.8014,46.6522,47.599,69.1657,6.2415,20000.0,0.0,0.0
2024-03-14 03:10:00,28.5,46.6497,81.3806,92.7798,28.8519,98.9544,38.8659,51.1963,94.2446,91.6032,24.1836,64.1904,15.863,98.5377,20000.0,0.0,0.0
2024-03-14 03:15:00,25.19,6.8515,30.4641,2.6933,47.5041,3.4412,35.939,44.2605,8.996,63.9312,79.17,83.3294,14.8188,1.5294,20000.0,0.0,0.0
2024-03-14 03:20:00,29.59,69.029,44.1154,87.9986,90.7123,76.8244,81.978,51.1994,76.5083,37.6493,19.2676,10.2615,5.1993,58.7886,20000.0,0.0,0.0
2024-03-14 03:25:00,30.06,16.1103,71.1757,87.9904,72.8505,79.7861,95.078,61.6435,41.6103,40.707,85.673,92.4196,70.1589,49.1161,20000.0,0.0,0.0
14.03.2024 03:30:00,32.9,79.5203,46.2647,53.8116,79.7093,17.456,43.2549,6.522,46.1106,35.4664,38.4874,41.673,82.0433,90.9188,20000.0,0.0,0.0
2024-03-14 03:35:00,27.73,81.2494,2.0728,49.2254,16.2643,27.1452,2.5607,31.2922,27.9963,49.2381,73.8915,99.1578,53.8199,48.1624,20000.0,0.0,0.0
2024-03-14 03:40:00,29.32,89.359,95.0457,64.0586,84.9728,64.171,93.6201,29.9636,95.3493,4.4613,64.0576,51.2539,12.3133,43.6187,20000.0,0.0,0.0
2024-03-14 03:45:00,32.23,14.7276,95.7742,29.2385,75.2775,63.6383,32.1737,87.0398,40.7169,8.836,68.906,21.7582,8.7704,89.7676,20000.0,0.0,0.0
2024-03-14 03:50:00,30.75,35.6904,92.3604,77.7075,5.2654,22.4174,68.4789,84.6992,20.8688,52.2191,77.1894,75.1373,52.2783,70.1466,20000.0,0.0,0.0
2024-03-14 03:55:00,31.55,60.9918,81.8886,69.3196,75.0773,59.1555,68.2069,69.8308,41.5734,20.831,46.4215,70.8562,18.3743,29.7871,20000.0,0.0,0.0
2024-03-14 04:00:00,29.31,6.3082,92.81,61.8254,91.7942,62.0619,80.4746,72.712,53.7851,93.02,89.1846,72.4124,13.98,4.2618,20000.0,0.0,0.0
2024-03-14 04:05:00,31.16,30.4427,46.5593,58.909,65.3389,50.9457,54.433,31.8866,1.9247,95.2666,7.066,2.9898,80.0681,44.3723,20000.0,0.0,0.0
,,,,,,,,,,,,,,,,,
2024-03-14 04:10:00,26.47,35.1657,94.7492,38.6457,48.3143,53.0072,73.264,50.5072,45.7325,70.7794,83.7909,12.9476,83.1217,87.357,20000.0,0.0,0.0
2024-03-14 04:15:00,34.22,57.2527,2.1172,64.9734,32.3628,70.2854,94.8394,1.0318,56.9757,95.3092,76.211,24.7874,6.9616,89.7364,20000.0,0.0,0.0
2024-03-14 04:20:00,27.87,36.0337,31.7883,22.5994,68.5259,70.1219,62.5206,68.9357,11.9564,4.6016,21.3663,62.3883,9.7006,45.657,20000.0,0.0,0.0
2024-03-14 04:25:00,28.25,74.299,46.0314,91.0994,18.7025,35.6769,40.8351,45.3597,67.0447,31.8142,76.2026,58.0029,28.0774,85.3324,20000.0,0.0,0.0
2024-03-14 04:30:00,30.2,34.7725,76.1408,99.5801,83.6208,27.2112,33.8113,78.4978,36.1018,31.8178,20.9114,98.2594,95.9898,64.8983,20000.0,0.0,0.0
2024-03-14 04:35:00,29.29,1.3355,29.7911,54.1113,38.2572,14.0198,35.9248,57.8328,58.9996,47.4072,97.5233,74.0183,25.6028,11.0961,20000.0,0.0,0.0
2024-03-14 04:40:00,30.74,71.2656,16.3467,9.6707,58.0884,49.5007,87.7713,68.5494,17.6504,12.4706,65.8684,23.5192,31.6223,52.6969,20000.0,0.0,0.0
2024-03-14 04:45:00,28.3,45.3484,75.6921,29.9621,63.4994,2.1823,28.5115,50.3658,76.454,38.9096,75.215,4.3447,94.8422,6.1254,20000.0,0.0,0.0
2024-03-14 04:50:00,30.96,29.6389,10.3836,89.2984,44.153,74.1907,83.2428,38.0714,26.9433,50.732,52.1794,82.3951,89.7988,2.2918,20000.0,0.0,0.0
2024-03-14 04:55:00,29.94,8.3409,81.932,35.3921,30.0172,34.0202,76.8712,92.7036,11.2854,44.3819,93.8755,10.7541,41.9485,22.1407,N/A,0.0,0.0
2024-03-14 05:00:00,29.14,70.4676,68.185,90.25,47.8993,18.0625,42.7531,58.5608,28.9394,76.6076,25.8135,88.3288,65.9942,73.9238,20000.0,0.0,0.0
2024-03-14 05:05:00,30.81,89.124,55.1138,46.8787,55.7971,57.6832,68.9824,39.9953,92.447,15.8684,29.548,13.3136,57.9841,59.8844,20000.0,0.0,0.0
2024-03-14 05:10:00,32.92,67.3432,86.3818,69.0101,88.4881,9.8262,76.3378,36.6196,76.9591,85.7278,88.6413,42.2941,66.2342,59.774,20000.0,0.0,0.0
