System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,kw_generation,forecast_yield
2024-03-14 00:00:00,29.92,19.8371,99.278,28.176,93.6951,46.5451,87.3411,99.6003,41.0129,73.5175,10.488,69.7067,99.9478,37.9565,80.0,0.0
2024-03-14 00:05:00,30.35,59.4656,47.3547,54.3211,74.7025,94.5732,51.984,15.4238,23.7241,33.2726,43.3714,4.6084,43.1398,3.0523,80.0,0.0
2024-03-14 00:10:00,28.85,67.5894,78.0918,95.8775,51.2941,62.0592,54.5988,89.9242,47.1222,24.2098,35.1139,13.3912,62.2304,66.9213,80.0,0.0
2024-03-14 00:15:00,30.44,50.991,57.0637,85.7292,70.7195,38.9626,9.2012,47.7401,71.0735,49.0461,32.6184,79.5563,56.2354,53.2074,80.0,0.0
2024-03-14 00:20:00,29.76,57.9154,80.0664,41.3597,39.673,14.0915,24.8342,41.1144,29.8975,26.9211,69.5099,15.9202,79.43,70.9093,80.0,0.0
2024-03-14 00:25:00,29.05,45.0029,93.71,70.2936,77.7716,60.3694,40.682,36.6499,10.6871,72.8737,18.6319,17.0912,95.7903,15.1216,80.0,0.0
2024-03-14 00:30:00,29.81,6.5623,63.2077,19.4232,92.5459,5.8571,28.5068,35.1108,83.9071,78.9425,57.4987,71.6804,41.2333,60.8338,80.0,0.0
2024-03-14 00:35:00,29.84,38.5871,77.062,28.6628,51.94,60.7225,81.8269,27.7371,32.6259,30.0153,69.9625,55.6528,96.2745,21.7138,80.0,0.0
2024-03-14 00:40:00,32.73,69.0149,50.678,92.4353,96.5484,10.9643,7.3455,20.2438,7.8339,74.4793,51.1954,45.5183,25.9229,1.8656,80.0,0.0
2024-03-14 00:45:00,31.91,37.1215,7.916,78.6337,34.2754,2.2634,5.7185,2.522,17.5168,84.3748,66.1119,62.4552,33.6316,75.3793,80.0,0.0
2024-03-14 00:50:00,27.72,66.6884,55.0272,22.9208,60.1486,94.692,67.8139,97.7057,96.9785,60.9944,63.9157,65.4896,2.9643,26.9363,80.0,0.0
2024-03-14 00:55:00,30.33,73.4651,75.8828,9.8179,70.731,20.3791,53.3689,75.455,68.2029,86.1556,2.5849,81.1435,21.5786,77.5922,80.0,0.0
2024-03-14 01:00:00,29.88,80.5009,53.2533,75.6926,62.4491,50.4846,1.5839,97.0738,10.861,93.5445,60.1664,23.7708,19.4614,14.8983,80.0,0.0
2024-03-14 01:05:00,28.89,10.2982,54.0124,6.1874,18.0162,96.7739,46.112,66.2394,83.2676,99.5669,94.4514,12.646,0.5407,4.9478,80.0,0.0
2024-03-14 01:10:00,27.65,32.907,98.8779,94.8646,85.569,61.7935,40.9906,44.026,8.7955,89.1754,3.9776,31.5877,41.4139,22.9009,80.0,0.0
2024-03-14 01:15:00,31.39,16.2652,49.5886,63.6444,38.2036,62.8269,40.176,95.0367,89.1764,15.91,24.3498,97.7179,30.9045,66.8237,80.0,0.0
2024-03-14 01:20:00,29.99,49.4248,35.2888,64.9958,97.3181,51.5571,50.623,45.4372,84.9462,11.8081,48.379,92.5582,24.756,41.1893,80.0,0.0
2024-03-14 01:25:00,31.48,70.8774,69.4738,73.2578,72.1582,4.4975,25.9243,13.1048,28.1012,23.528,77.2705,22.272,6.0187,11.2926,80.0,0.0
2024-03-14 01:30:00,27.45,39.2107,54.8167,49.6962,43.4834,10.6425,61.1092,27.2419,97.3924,84.2674,98.7532,61.2521,4.7006,81.9315,80.0,0.0
2024-03-14 01:35:00,31.38,91.6981,54.3226,79.5041,24.2135,50.4493,73.7537,42.9376,10.2196,25.0469,66.1135,74.4242,80.2834,74.7093,80.0,0.0
2024-03-14 01:40:00,30.08,58.5517,94.9984,57.4588,57.0791,21.8345,74.4302,53.3804,85.8876,38.619,50.1527,99.006,64.9328,30.1003,80.0,0.0
2024-03-14 01:45:00,29.14,8.5031,53.5289,83.7796,90.3746,74.5746,22.2548,78.4416,40.1369,56.1405,95.7573,42.358,18.9812,39.0519,80.0,0.0
2024-03-14 01:50:00,26.56,13.1729,59.3387,15.0488,15.4142,9.453,28.4069,29.9398,1.129,2.5337,76.5852,97.6016,75.7104,25.795,80.0,0.0
2024-03-14 01:55:00,31.0,60.4433,44.0598,42.3679,22.0758,93.023,19.6092,91.805,17.3641,19.1455,68.8086,90.9577,2.2697,29.45,80.0,0.0
2024-03-14 02:00:00,30.9,41.6766,40.6574,83.7404,39.7415,78.2669,9.5226,7.2281,9.377,76.9449,18.6698,97.3477,69.2505,48.3192,80.0,0.0
2024-03-14 02:05:00,29.92,32.6708,76.019,75.6187,48.4063,0.28,66.8368,5.6163,33.7763,9.2804,66.9798,9.7657,55.7491,80.7478,80.0,0.0
2024-03-14 02:10:00,30.95,28.3941,80.9138,37.6537,8.7822,60.1637,47.6638,77.924,87.3544,63.9241,45.8996,4.1988,63.8127,75.6769,80.0,0.0
2024-03-14 02:15:00,31.95,98.5012,8.1852,37.4295,94.6071,66.7269,16.5048,79.1275,32.4276,51.0323,55.2097,81.3586,68.034,94.537,80.0,0.0
2024-03-14 02:20:00,27.45,11.6131,28.8127,47.7128,92.6577,7.2863,59.5799,70.8006,20.1834,27.0238,94.7632,25.4792,28.0592,83.8652,80.0,0.0
2024-03-14 02:25:00,29.01,48.9187,80.6302,37.0926,73.2929,48.5331,19.1041,59.5554,83.512,9.5689,30.7555,25.9391,16.9481,42.6086,80.0,0.0
2024-03-14 02:30:00,29.26,16.8958,20.3938,59.6991,82.0727,40.9452,71.5984,42.6306,50.1463,14.8395,28.6416,7.4127,40.7437,13.724,80.0,0.0
2024-03-14 02:35:00,31.93,16.4073,58.4838,15.9709,52.5859,13.0419,29.7365,39.043,93.2316,89.8471,66.6093,31.3721,98.7931,89.9053,80.0,0.0
2024-03-14 02:40:00,28.28,6.5116,20.2481,10.0021,22.6409,13.7567,11.382,45.6441,61.2161,82.5063,8.1655,89.8501,73.9625,48.3346,80.0,0.0
2024-03-14 02:45:00,29.3,96.1799,27.2498,96.6011,94.7107,99.8223,34.6258,72.4009,52.1895,47.8258,21.7013,30.1002,17.445,92.1761,80.0,0.0
2024-03-14 02:50:00,31.82,40.1537,77.7641,57.728,58.8899,93.159,62.0968,18.6724,49.0409,7.2351,42.6294,69.3971,2.269,1.5748,80.0,0.0
2024-03-14 02:55:00,25.44,17.0381,31.9619,27.7206,56.995,77.5933,85.6916,57.2173,82.1391,73.6411,28.7062,78.2105,16.4602,30.981,80.0,0.0
2024-03-14 03:00:00,29.98,54.2069,43.1284,6.6315,89.8436,42.0294,79.8474,61.6532,24.8493,77.4734,48.9713,93.6514,85.5439,94.1312,80.0,0.0
2024-03-14 03:05:00,30.42,18.2825,30.0235,3.2091,25.1298,95.3453,7.8006,46.9761,58.6091,44.1722,78.3893,80.8995,34.3733,59.4011,80.0,0.0
2024-03-14 03:10:00,29.61,48.8524,70.5288,61.9061,28.477,19.5454,67.5303,20.5536,65.9938,99.031,45.9139,8.7484,43.786,2.7784,80.0,0.0
2024-03-14 03:15:00,33.27,42.6085,19.9998,4.6645,97.3569,60.8389,88.13,41.5738,27.8216,23.4523,68.4827,32.378,99.5285,16.8469,80.0,0.0
2024-03-14 03:20:00,28.39,42.4601,8.5447,79.6032,5.6968,27.7047,95.5083,62.1697,80.5087,68.6058,38.624,9.9996,84.3896,62.6271,80.0,0.0
2024-03-14 03:25:00,29.54,27.8027,35.8276,86.8216,18.6896,27.1433,12.9983,36.3585,75.8096,75.9792,56.1744,83.1096,0.4714,22.0497,80.0,0.0
2024-03-14 03:30:00,29.15,14.4963,79.9507,18.4853,12.4761,86.2874,69.7512,69.5995,49.7174,70.8939,25.6177,31.8488,15.1755,44.3043,80.0,0.0
2024-03-14 03:35:00,25.22,19.4907,78.1061,52.6115,74.2438,84.4876,72.2451,37.4388,48.7586,38.4421,44.6678,19.0917,13.2986,13.8344,80.0,0.0
2024-03-14 03:40:00,30.32,89.2243,68.1395,11.8715,98.2461,89.5825,34.3469,20.0877,17.7936,83.1241,44.3296,55.3782,62.1784,58.4672,80.0,0.0
2024-03-14 03:45:00,26.51,7.8324,6.0965,62.4333,28.0653,11.9935,23.2689,16.2133,47.0789,35.8095,22.4536,44.1759,71.5071,13.9162,80.0,0.0
2024-03-14 03:50:00,29.11,78.5144,42.2629,11.5016,94.2641,1.8198,81.9035,65.4982,28.2477,48.362,2.2229,56.943,81.3876,26.9892,80.0,0.0
2024-03-14 03:55:00,28.45,95.3952,66.2941,99.8549,74.886,38.4946,10.98,73.85,24.2663,72.1879,23.8202,81.6045,87.7004,9.7866,80.0,0.0
2024-03-14 04:00:00,33.6,25.0022,89.286,1.4556,58.1692,10.514,28.3303,26.6003,62.8857,31.9133,96.8784,30.4606,64.4288,11.303,80.0,0.0
2024-03-14 04:05:00,29.28,38.1806,92.26,90.8127,82.192,25.3972,53.3901,97.6319,46.3754,89.4314,91.9963,83.4618,97.4876,42.1064,80.0,0.0
2024-03-14 04:10:00,30.89,58.1962,15.6628,41.5681,27.4162,76.4298,14.519,53.5232,1.5238,46.3865,37.274,76.1939,80.6551,30.8879,80.0,0.0
2024-03-14 04:15:00,30.48,3.5276,65.5711,44.6444,45.409,37.6734,63.0727,5.8577,94.0465,3.6225,93.2595,54.7512,27.0224,81.1068,80.0,0.0
2024-03-14 04:20:00,27.46,97.2162,61.8045,42.4163,44.7188,9.2042,95.0532,85.2048,39.633,17.4474,55.5353,89.3774,4.0858,57.4744,80.0,0.0
2024-03-14 04:25:00,29.57,1.6792,91.3084,60.3446,88.3384,70.7326,80.5178,9.1197,62.2641,79.5793,78.1698,34.1257,26.3694,79.0746,80.0,0.0
2024-03-14 04:30:00,32.29,67.0826,30.6933,85.4628,17.6108,79.5074,86.605,9.8874,99.0684,72.8106,25.1727,6.9511,23.1686,5.3101,80.0,0.0
2024-03-14 04:35:00,28.36,62.6872,77.8797,0.9159,52.9614,21.3807,71.1942,87.4578,22.599,49.7287,55.6886,34.6632,36.6343,71.3455,80.0,0.0
2024-03-14 04:40:00,31.1,56.1564,65.4322,98.3779,75.4594,78.321,69.937,82.2493,39.3973,62.2301,12.7155,22.7625,20.4247,88.162,80.0,0.0
2024-03-14 04:45:00,29.89,93.7807,26.6977,87.5232,46.2795,4.1136,70.7217,83.5067,44.6977,31.0024,33.0605,14.7917,94.2786,17.5069,80.0,0.0
2024-03-14 04:50:00,32.03,20.3876,85.6118,56.1784,68.1413,29.9186,20.0605,20.9631,71.0584,28.1257,35.8013,38.4063,71.05,14.2548,80.0,0.0
2024-03-14 04:55:00,28.97,45.3448,6.0319,66.0361,55.6909,62.693,82.6472,96.2202,36.5225,73.9784,33.7998,84.2555,79.4752,20.7953,80.0,0.0
2024-03-14 05:00:00,31.23,76.8722,94.4405,81.8995,71.8371,74.8158,98.9538,88.5988,41.8952,5.7477,23.0516,49.6765,73.0819,36.2015,80.0,0.0
2024-03-14 05:05:00,27.82,95.7533,91.3835,73.0631,58.8719,6.9894,33.2616,73.5249,69.0169,51.0701,20.2982,60.2631,34.4401,34.1023,80.0,0.0
2024-03-14 05:10:00,31.71,89.398,94.7762,8.9158,50.4205,84.3142,58.3305,2.8469,61.247,93.1713,19.2656,9.8847,36.3494,19.576,80.0,0.0
2024-03-14 05:15:00,29.31,47.3903,97.4765,12.4461,81.2371,99.6774,7.7544,53.9405,82.7495,52.9438,24.1964,28.9377,42.7929,2.5496,80.0,0.0
2024-03-14 05:20:00,27.97,26.6939,29.7817,9.2095,95.571,96.4893,67.7057,50.1933,54.8308,42.3832,86.9271,67.3859,57.0604,11.7718,80.0,0.0
2024-03-14 05:25:00,31.07,21.4662,6.2401,41.4676,52.2914,22.3919,26.2598,4.1002,64.1173,89.3334,73.7795,15.8228,6.7059,81.8352,80.0,0.0
2024-03-14 05:30:00,31.65,66.9202,40.2447,45.9214,97.9666,62.2986,22.2152,3.063,80.4239,81.3787,78.2536,56.752,77.7083,7.1771,80.0,0.0
2024-03-14 05:35:00,28.06,71.684,21.9129,46.6865,56.3054,53.945,80.43,99.4398,25.0522,0.3765,76.577,1.095,8.9484,46.7146,80.0,0.0
2024-03-14 05:40:00,32.79,17.7122,53.4707,1.1698,85.6007,25.4084,56.5797,4.4531,89.3819,31.2138,57.0808,70.566,53.7504,12.7903,80.0,0.0
2024-03-14 05:45:00,31.84,99.9663,81.449,74.6303,71.2311,83.0208,37.2919,33.2431,70.2808,96.751,57.4289,95.1129,74.7231,72.0513,80.0,0.0
2024-03-14 05:50:00,32.26,12.2764,5.7539,94.2564,9.8383,29.4133,93.8639,95.4736,37.0272,44.0639,20.7463,23.5549,12.1344,56.1836,80.0,0.0
2024-03-14 05:55:00,28.95,7.611,11.2794,99.9819,47.2138,23.4236,51.9112,96.8071,74.2094,41.9076,17.2852,1.706,88.8717,37.4223,80.0,0.0
2024-03-14 06:00:00,33.19,4.9017,31.5338,62.739,7.983,0.5694,53.5132,28.9778,7.1809,50.9409,78.9789,26.1604,60.0987,96.1758,80.0,0.0
2024-03-14 06:05:00,30.16,32.6658,73.6946,42.73,21.7395,36.3786,88.9718,9.6299,34.2734,96.738,89.456,54.3816,26.1608,1.836,107.0971,28.9907
2024-03-14 06:10:00,30.69,33.4637,18.0993,84.4805,1.4051,1.2948,68.4825,7.5732,10.0502,43.4087,86.8515,25.3095,24.0296,6.2545,129.8438,39.4932
2024-03-14 06:15:00,34.8,40.9121,81.954,45.1111,36.2058,50.5504,98.7683,21.3221,21.6193,74.1118,41.4187,53.6846,48.0231,65.6366,155.6733,57.26
2024-03-14 06:20:00,32.96,7.8862,37.9288,14.3328,14.2043,35.2466,62.5891,62.4477,36.0508,50.7479,84.8672,30.6497,25.7094,91.3873,178.1643,72.9059
2024-03-14 06:25:00,35.4,37.6394,68.047,26.7218,24.23,65.8292,88.4737,17.3346,15.4244,10.3463,80.676,26.2833,28.7248,38.0863,213.0751,133.3143
2024-03-14 06:30:00,37.55,93.4292,55.5714,88.5033,4.6917,62.2099,93.6301,9.1729,55.7724,27.5341,61.3992,95.6336,85.0023,99.2024,232.2059,129.8016
2024-03-14 06:35:00,32.57,70.6917,10.7843,28.4237,63.864,0.062,67.0589,70.8992,17.3907,90.7796,67.683,19.6468,45.8482,57.4249,247.2755,147.1628
2024-03-14 06:40:00,36.86,63.0884,58.2408,84.5993,29.3986,43.2796,63.7135,58.024,8.7254,24.1991,85.7722,3.2728,38.707,65.3099,296.0298,238.1713
2024-03-14 06:45:00,34.44,5.2349,13.4356,88.8115,56.1683,54.5063,60.0929,73.1323,59.645,36.2362,31.2735,91.5961,42.4799,51.4497,313.8848,257.241
2024-03-14 06:50:00,37.55,79.6976,49.324,94.7737,25.0752,71.499,11.4956,88.2627,56.6399,20.2847,75.2806,42.109,0.1015,49.7483,320.8245,264.7513
2024-03-14 06:55:00,32.73,52.1561,3.7879,85.8467,87.1157,52.4495,85.0172,70.1595,83.1182,43.9392,5.0236,97.6719,7.1606,24.7688,350.1467,330.4538
2024-03-14 07:00:00,37.21,98.9577,85.8357,48.9347,40.8451,19.1938,43.6139,21.2471,91.212,11.409,15.0441,44.3865,29.668,71.8827,361.4822,304.3571
2024-03-14 07:05:00,38.85,82.8487,79.2356,71.6239,95.805,42.4449,31.0004,75.0716,12.2398,87.539,64.1039,8.6641,49.6326,62.3028,390.2658,296.4402
2024-03-14 07:10:00,38.68,43.7915,99.9566,72.6518,76.1326,23.89,79.5775,2.6837,93.4671,32.3935,53.6515,36.4074,77.8828,41.324,421.6604,329.4744
2024-03-14 07:15:00,38.73,28.7127,35.2303,19.2184,16.1197,9.957,13.8298,43.0639,18.4234,31.2437,17.5549,56.5852,84.5638,91.7874,472.4481,303.4852
2024-03-14 07:20:00,39.05,71.6215,33.7237,37.6699,64.2862,82.801,20.4874,3.5209,31.546,26.85,77.3173,18.1261,95.7236,40.7693,456.2076,417.8552
2024-03-14 07:25:00,44.74,1.8565,3.9229,90.1784,8.1305,84.5673,48.6045,85.1962,4.3547,30.1977,86.9578,70.9609,69.3912,29.9596,495.1188,421.5369
2024-03-14 07:30:00,45.69,55.968,16.3279,35.46,81.8376,55.2925,81.8714,13.6082,9.7883,0.3614,41.2391,46.9509,54.7065,50.1919,507.2324,503.9814
2024-03-14 07:35:00,45.76,33.8445,39.3127,93.1011,68.5575,76.9955,67.1946,85.3565,82.2584,30.1996,3.109,70.3887,36.4528,42.7512,-999.0,456.1361
2024-03-14 07:40:00,45.19,89.7354,93.5782,85.2677,36.8994,55.5731,9.916,10.4334,24.501,57.7432,37.5374,93.239,80.4499,41.2463,582.6586,461.9829
2024-03-14 07:45:00,45.88,12.63,78.7501,49.0566,87.9017,24.1902,18.8444,62.4738,41.2576,73.9887,44.2648,23.9423,98.9942,11.0615,517.0478,354.6864
2024-03-14 07:50:00,46.53,65.9307,6.8158,83.633,50.4837,38.5048,44.1386,20.3835,60.6904,60.0611,19.9258,26.3934,82.2179,55.9857,-999.0,425.2032
2024-03-14 07:55:00,47.12,50.1072,32.0825,88.2152,33.4975,73.5269,89.791,12.2128,81.7211,73.929,56.0567,49.7073,11.0076,67.4451,620.7822,472.5852
2024-03-14 08:00:00,48.58,13.9469,55.7632,11.3627,92.4516,35.2989,18.8257,18.71,56.7359,50.0847,76.2046,58.6332,21.173,46.9205,643.8053,586.3273
2024-03-14 08:05:00,51.26,73.7111,59.8212,6.0272,68.6014,82.7693,84.4449,93.9587,73.0217,11.3421,13.3686,60.7129,98.3578,32.7891,686.5771,593.1008
2024-03-14 08:10:00,48.48,38.2092,98.2607,12.1566,77.2033,4.6232,50.3968,3.7901,77.3282,14.3835,22.4563,59.6458,18.6407,15.2442,683.456,612.9971
2024-03-14 08:15:00,50.24,22.7033,90.1593,44.7233,7.2724,13.4954,16.647,88.631,8.8632,72.884,71.6736,44.8624,99.2401,16.6089,723.5626,682.616
2024-03-14 08:20:00,50.79,44.9898,49.2858,71.7026,32.0769,50.6953,84.5816,42.5529,11.5326,62.816,63.4829,15.793,72.5772,42.4908,697.9742,548.6082
2024-03-14 08:25:00,49.4,74.3797,99.5924,82.6672,75.7637,92.0484,91.8435,82.4886,50.4373,65.4841,67.7981,78.8596,22.1184,49.5483,736.7272,585.9192
2024-03-14 08:30:00,51.56,67.2158,4.4358,76.2566,50.5058,93.3625,51.8126,81.4549,99.0207,62.8917,18.9074,49.1554,59.4559,65.8639,765.2417,593.9797
2024-03-14 08:35:00,51.64,94.8238,62.8656,15.452,95.9625,90.3326,52.815,62.5216,80.962,36.4183,64.5174,70.897,45.9986,23.0996,763.7353,653.7064
