System Export Report
Generated: 2024-03-17
Status: OK
timestamp	,inverter_temperature_C,grid_export_raw,irradiance_w_m2,panel_efficiency_pct,ambient_temp_C,voltage_V,current_A,frequency_Hz,reactive_power_kvar,sensor_v1_legacy,estimated_yield_daily ,cloud_cover_pct,humidity_pct,wind_speed_ms,power,forecast_yield
2024-03-14 00:00:00,28.58,79.9356,36.0296,4.7883,81.7636,33.036,13.5856,65.994,55.3213,48.2945,19.4011,14.8334,68.243,97.8091,0.0,0.0
2024-03-14 00:15:00,27.33,34.2797,57.6912,3.2422,65.3096,11.695,57.045,59.5518,42.14,95.6329,64.9109,29.9478,32.1317,69.6503,0.0,0.0
2024-03-14 00:30:00,32.29,87.3267,58.5262,0.4602,3.1085,86.1081,6.8137,74.7286,6.8961,77.6491,56.9191,12.0602,14.286,41.5584,0.0,0.0
2024-03-14 00:45:00,34.32,0.2796,81.3836,44.9156,92.2434,79.8154,90.5546,17.7876,12.988,78.867,62.9919,54.6909,16.3398,44.404,0.0,0.0
2024-03-14 01:00:00,29.91,1.1374,97.5369,97.0555,16.4337,41.7281,81.549,42.0081,15.1162,4.4649,15.0568,30.8617,50.9468,76.0361,0.0,0.0
2024-03-14 01:15:00,27.16,63.2363,11.1615,28.262,95.3069,52.1945,94.172,2.2772,34.1998,40.0989,9.7164,3.4326,20.6001,96.8718,0.0,0.0
2024-03-14 01:30:00,31.0,21.9404,42.2597,17.1454,49.6705,39.9291,20.1692,91.0751,84.1604,56.5,29.1505,66.982,99.0948,27.5681,0.0,0.0
2024-03-14 01:45:00,31.39,71.3797,31.5927,42.174,0.8171,98.2083,53.8446,4.9265,20.419,13.0708,69.1114,69.0965,39.4415,6.9501,0.0,0.0
2024-03-14 02:00:00,30.75,85.4728,64.0092,87.1364,93.2652,98.4496,89.5616,26.9968,28.4208,77.194,97.2655,33.7395,39.1594,0.6087,0.0,0.0
2024-03-14 02:15:00,26.82,55.0889,95.4962,8.0933,23.4067,85.5001,89.7328,53.5507,72.36,85.0459,21.4613,11.0769,16.5728,58.1116,0.0,0.0
2024-03-14 02:30:00,30.3,61.9524,3.2649,90.319,30.171,97.4997,68.9469,72.3487,73.2396,67.9362,76.0271,65.5308,47.4819,22.2224,0.0,0.0
2024-03-14 02:45:00,31.07,93.9308,73.951,80.9609,6.0858,19.3725,64.7699,73.257,19.1804,28.0087,90.952,12.5513,88.9282,17.14,0.0,0.0
2024-03-14 03:00:00,34.53,80.3191,46.6736,20.4711,86.7121,37.6465,37.2938,89.172,43.4719,22.1286,75.4487,32.0262,94.6572,31.1406,0.0,0.0
2024-03-14 03:15:00,30.94,1.0714,73.6639,78.3199,38.7323,22.2514,52.1757,10.6678,31.2156,28.917,49.0982,69.5795,29.1178,45.1666,0.0,0.0
2024-03-14 03:30:00,32.26,64.0251,56.8916,55.2158,34.8812,4.0081,23.9762,62.931,26.9251,19.4502,28.8612,58.3432,44.8922,64.6937,0.0,0.0
2024-03-14 03:45:00,30.32,94.4753,70.5886,5.256,42.7698,70.1098,16.3908,91.1169,67.6067,75.7486,44.554,68.3835,4.2048,65.1283,0.0,0.0
2024-03-14 04:00:00,29.05,94.2783,15.0444,61.9575,85.1768,60.8481,39.5583,42.9355,55.1687,99.3327,11.8379,70.7978,5.773,41.3962,0.0,0.0
2024-03-14 04:15:00,26.78,58.5287,3.3173,9.1512,26.2803,57.8048,91.7613,43.8689,10.9861,47.955,7.4339,9.3093,9.4541,56.1223,0.0,0.0
2024-03-14 04:30:00,27.27,11.2783,89.5478,29.7226,10.7729,28.711,38.5291,40.0166,15.3454,0.7259,6.7546,59.8971,35.41,33.1966,0.0,0.0
2024-03-14 04:45:00,29.93,59.1426,93.3,44.7079,74.8033,51.703,56.7321,36.9161,34.6772,12.6397,93.2625,18.4324,97.8251,73.031,0.0,0.0
2024-03-14 05:00:00,29.58,79.1423,59.8054,5.7156,38.0256,97.8764,31.14,82.8202,78.5539,46.9176,55.173,98.7491,13.5459,18.3827,0.0,0.0
2024-03-14 05:15:00,29.32,51.0142,62.8173,74.7799,86.9355,50.5523,18.8206,79.4803,81.1646,86.3053,88.8676,40.2684,42.9827,88.2793,0.0,0.0
2024-03-14 05:30:00,29.89,2.8233,42.1327,87.5969,11.048,78.3227,92.9069,12.266,70.6915,75.5091,51.4692,93.5274,36.6477,19.2376,0.0,0.0
2024-03-14 05:45:00,28.37,80.4911,17.4842,37.2107,83.4498,52.8083,62.1446,73.5928,12.3909,78.4101,66.7205,64.9339,99.056,0.7101,0.0,0.0
2024-03-14 06:00:00,28.25,56.5942,91.498,40.1517,46.0122,93.7357,67.2061,97.6966,21.2876,81.2407,8.1391,68.0153,47.1339,66.9826,0.0,0.0
2024-03-14 06:15:00,33.3,78.0773,93.1184,9.5476,59.6904,44.5734,2.0366,18.4358,58.0554,42.356,64.3363,10.2578,95.2837,51.5631,13.2319,13.4241
2024-03-14 06:30:00,32.81,77.594,94.6956,58.9654,88.0299,22.6879,32.4355,59.0678,2.6489,2.1365,51.621,40.3101,8.5279,22.2271,25.972,28.3682
2024-03-14 06:45:00,38.24,16.9446,78.5524,0.9343,65.5549,88.4912,94.365,76.3589,43.5652,71.5736,60.3531,88.8595,32.3761,0.1763,39.6061,38.5175
2024-03-14 07:00:00,40.03,44.2302,93.2709,46.6165,63.3707,17.2499,49.6117,47.9958,70.0275,6.9672,26.8291,16.1014,95.6175,26.5499,-999.0,70.2899
2024-03-14 07:15:00,44.09,92.5117,95.3412,1.617,13.0306,36.8546,85.2081,22.825,4.9543,44.3374,96.6731,82.6136,19.2094,98.2966,64.7271,50.859
2024-03-14 07:30:00,41.77,23.7076,95.636,11.0238,11.3326,5.1655,61.4418,95.4271,83.5876,94.6512,86.2493,46.0756,95.9259,11.7738,69.4468,77.5427
2024-03-14 07:45:00,46.74,25.1598,24.3096,94.0416,7.3448,20.7219,15.8449,6.1026,51.7943,54.6345,23.5214,90.5632,42.1595,64.1274,-999.0,101.0295
2024-03-14 08:00:00,48.7,95.2954,28.0126,26.9578,15.8459,33.2683,40.4372,15.0281,96.4618,5.1276,29.6877,19.4219,7.3016,86.4141,98.6962,71.6811
2024-03-14 08:15:00,51.79,30.1659,95.8922,36.8536,28.7402,59.8377,54.654,42.3482,3.1004,1.3416,62.5032,18.7261,19.1545,29.1523,108.4861,110.6786
2024-03-14 08:30:00,52.55,87.3116,26.0216,80.4324,69.8455,45.8072,1.647,65.3031,80.6421,96.1787,64.9867,92.4989,32.6769,54.184,130.3414,133.5856
2024-03-14 08:45:00,54.12,37.964,44.1264,33.0719,40.9852,77.3924,91.4802,43.7179,69.0001,26.7356,33.4926,74.2939,93.8219,66.3327,130.973,133.6471
2024-03-14 09:00:00,57.05,47.2791,72.1989,65.5123,18.3439,8.7176,26.9733,38.9047,91.6704,50.5346,99.8386,13.1118,27.7148,75.2592,153.8936,175.9012
2024-03-14 09:15:00,59.92,1.3316,40.118,40.8597,1.8378,84.2269,32.0402,74.9484,8.5165,79.3974,28.9254,39.7057,81.2882,66.5925,159.041,165.3142
2024-03-14 09:30:00,61.35,71.4853,54.4835,55.7545,43.8134,6.1795,57.0214,77.0458,4.5607,65.8191,41.7985,22.018,12.4586,2.5487,167.0951,154.3872
2024-03-14 09:45:00,61.97,66.9604,46.7539,97.2773,67.0441,3.1591,28.2859,52.9772,49.2421,39.1252,53.0353,3.1279,12.7805,60.2034,-999.0,129.5743
2024-03-14 10:00:00,63.07,28.3641,13.4324,71.4804,7.3495,14.1335,11.3168,95.1602,63.0177,91.1523,91.9569,8.0922,43.8796,38.1187,165.9717,166.3807
2024-03-14 10:15:00,66.85,74.5646,19.774,63.8864,87.0826,55.4951,43.7285,57.1809,79.3279,42.2239,80.8763,40.7789,75.6505,1.3006,184.3498,184.4022
2024-03-14 10:30:00,60.48,46.5648,47.8795,68.2074,39.1119,72.811,81.6398,69.5648,43.6136,33.9946,38.8177,68.3971,3.3123,31.2141,172.9775,145.7715
2024-03-14 10:45:00,64.5,42.9214,20.1805,4.0232,79.5061,93.9356,33.2167,27.087,77.0836,71.3344,88.7666,80.6726,66.7287,61.0386,183.728,202.1395
2024-03-14 11:00:00,68.89,47.5245,30.7597,9.6459,1.1675,30.6957,19.4134,44.2774,80.4519,4.6662,29.9643,79.3038,44.9653,51.1424,-999.0,179.9977
2024-03-14 11:15:00,68.17,90.9027,89.8293,39.4886,12.3716,24.4572,75.7083,39.4865,31.1837,3.0995,70.8437,76.39,33.1531,12.9122,212.6124,230.35
2024-03-14 11:30:00,67.99,58.1276,25.0075,19.8164,41.7937,17.5895,77.2272,13.1289,35.4198,68.3379,93.287,39.8052,79.9729,10.9246,204.2715,163.8111
2024-03-14 11:45:00,64.58,27.4466,95.4047,8.631,22.5338,17.0699,59.9463,6.5063,85.6077,47.9894,82.2954,26.6353,70.602,67.1209,-999.0,201.6265
2024-03-14 12:00:00,64.27,98.6416,92.6102,16.9435,70.0643,1.1975,78.6204,62.3847,42.0224,71.3112,15.6012,82.1945,85.5458,20.8563,184.7411,214.0198
2024-03-14 12:15:00,62.17,3.2373,30.9175,56.162,27.9167,77.3096,72.389,27.6596,74.7097,40.8714,17.024,62.9369,74.3245,96.5318,186.3696,205.6716
2024-03-14 12:30:00,64.24,51.7691,64.3131,94.4857,60.9738,31.1963,16.5674,65.2736,9.1419,31.3749,67.6771,97.3681,98.6166,91.0897,-999.0,203.5029
2024-03-14 12:45:00,66.36,61.6019,27.6983,58.904,71.6843,93.403,44.5373,66.3963,28.2728,32.8545,25.4601,21.6535,39.889,73.5011,190.5352,192.2828
2024-03-14 13:00:00,70.01,14.2336,54.8058,39.1536,90.9897,20.1141,7.5748,39.6942,92.0269,78.7953,70.2076,28.3602,10.4835,86.161,198.7838,152.2501
2024-03-14 13:15:00,64.49,0.5358,26.8825,86.7457,27.423,30.2511,2.7304,42.8142,6.7418,31.4524,62.1478,83.7658,80.2835,4.8823,186.4883,193.5122
2024-03-14 13:30:00,60.59,16.1781,47.2907,14.2826,88.5265,86.3373,67.3822,80.6587,68.2005,39.249,17.2672,80.892,1.529,64.9915,179.7401,155.6024
2024-03-14 13:45:00,65.64,65.6862,12.0198,29.9413,40.9037,38.0373,50.6225,37.9824,59.0669,71.3791,31.1153,23.0061,18.8466,51.765,178.9461,187.4112
2024-03-14 14:00:00,63.85,67.8434,48.7077,13.0157,70.3076,14.9572,99.134,12.4559,3.7872,78.6425,7.659,83.2149,46.1964,61.2403,-999.0,169.0541
2024-03-14 14:15:00,63.07,72.1766,19.3221,25.917,15.0329,74.2039,57.2442,74.329,13.6392,79.3386,71.4719,31.06,46.8283,88.6069,167.7369,146.8629
2024-03-14 14:30:00,59.72,71.2,34.7714,0.2072,45.3188,41.3016,62.7036,67.4894,32.6605,49.1491,50.1027,33.7179,61.1303,66.8222,164.1896,201.2131
2024-03-14 14:45:00,52.92,79.6643,54.0488,95.3613,9.3905,56.5255,24.1556,0.8009,76.1925,94.8718,90.036,32.6781,91.4737,51.0833,127.3568,156.4342
2024-03-14 15:00:00,56.88,31.6499,70.6243,77.4664,24.5393,95.6911,44.3215,12.8234,39.8522,13.8957,77.9141,1.0101,67.9992,31.902,-999.0,135.3077
2024-03-14 15:15:00,55.03,83.0271,18.9791,2.1986,76.0677,80.7708,22.1199,35.9542,56.6175,7.9998,65.7947,25.6859,44.4794,18.1296,130.8592,153.37
2024-03-14 15:30:00,56.78,12.2428,93.6049,46.3945,57.6848,74.1286,47.9855,36.7382,93.7456,16.1257,77.421,61.303,93.8582,85.4014,132.6785,156.7001
2024-03-14 15:45:00,50.04,8.8657,41.918,13.0452,62.882,68.8669,75.617,63.1944,56.1943,30.4868,36.9125,62.5451,77.2129,69.5358,119.7927,122.7635
2024-03-14 16:00:00,50.73,91.9798,5.3532,17.6063,42.0492,0.3854,24.612,70.3394,57.4581,77.4076,93.5257,88.7838,70.6977,23.5535,99.0397,118.9165
2024-03-14 16:15:00,44.52,5.4124,21.8166,99.337,0.448,3.4632,77.1599,12.6586,26.9489,61.8124,4.7521,18.8645,5.0249,96.9732,90.0738,87.4879
2024-03-14 16:30:00,44.52,84.752,54.0209,78.6563,18.4598,3.0209,37.6832,93.7639,32.6971,3.8928,36.8514,40.1133,48.7885,0.434,79.9808,91.9386
2024-03-14 16:45:00,41.22,55.4179,8.5401,5.1283,13.6555,33.156,28.334,74.0638,4.4483,86.9573,18.003,43.4829,87.946,61.8466,66.4703,68.92
2024-03-14 17:00:00,39.42,18.9964,4.2485,32.8449,54.1625,73.902,15.9106,8.5434,86.6293,75.0888,61.8681,58.1031,51.378,13.9342,53.4168,49.3735
2024-03-14 17:15:00,38.66,10.3909,99.6493,65.9572,20.3168,96.2112,84.1385,72.063,47.2788,65.5719,26.2533,30.9331,20.245,58.0673,-999.0,46.7371
2024-03-14 17:30:00,38.44,21.8507,3.6072,8.8177,16.3064,83.6475,94.178,39.2415,95.5201,58.5149,13.4913,93.1182,52.6693,23.3163,30.5784,28.4612
2024-03-14 17:45:00,36.2,13.281,18.3945,46.075,22.5548,38.1374,65.3754,32.2306,15.6947,61.5058,54.0123,86.4416,15.0292,69.1127,-999.0,13.2638
2024-03-14 18:00:00,26.86,4.6798,73.9061,42.3821,11.8363,15.2467,83.8008,1.4843,26.8076,39.0592,81.0238,70.7078,86.8505,47.1107,0.0,0.0
2024-03-14 18:15:00,25.05,38.3913,14.4448,75.9434,63.3808,10.0086,83.7557,22.4254,35.841,70.6951,9.9758,0.9681,89.8624,8.847,0.0,0.0
2024-03-14 18:30:00,29.13,18.8966,83.4803,17.6498,39.5567,5.3521,97.9736,17.2334,36.8181,83.1822,23.7611,77.6136,43.6482,7.6196,0.0,0.0
2024-03-14 18:45:00,32.19,69.4417,28.0631,20.6236,75.1164,26.5972,90.4072,23.4885,20.3227,41.198,40.1115,64.7896,93.8325,0.1181,0.0,0.0
2024-03-14 19:00:00,29.81,25.4714,50.958,52.5418,6.9001,71.9904,4.344,88.4751,84.6189,14.7259,5.7229,79.9708,72.8008,12.4272,0.0,0.0
2024-03-14 19:15:00,29.29,48.8646,14.5595,1.9858,45.3507,20.4194,79.0636,98.313,9.3369,36.0536,6.0185,32.5324,26.5782,20.6145,0.0,0.0
2024-03-14 19:30:00,32.0,27.5108,5.6527,11.4786,45.2829,20.0413,20.3718,16.5142,33.5504,22.2034,79.6017,90.9444,91.6486,48.1054,0.0,0.0
2024-03-14 19:45:00,34.02,91.7032,44.2889,93.4635,58.1212,76.0644,88.7889,30.9552,34.6919,20.9618,10.0033,43.6183,51.4782,1.4434,0.0,0.0
2024-03-14 20:00:00,27.81,73.4644,57.4717,89.0528,14.397,88.854,45.6924,14.1634,15.0599,86.4526,55.3808,80.1958,80.8299,59.6339,0.0,0.0
2024-03-14 20:15:00,28.12,87.9875,84.0831,45.7739,82.77,95.2002,11.0555,76.1197,30.2756,60.9606,44.6857,69.3999,81.5513,22.0733,0.0,0.0
2024-03-14 20:30:00,31.63,39.3827,55.92,86.21,19.026,90.0934,84.4411,1.8349,6.1802,42.2191,93.9323,7.8513,59.7485,65.9784,0.0,0.0
2024-03-14 20:45:00,33.78,76.3869,79.8174,93.9161,10.6019,96.016,65.5213,20.9705,82.6425,33.9555,39.6992,98.1781,46.7679,18.1522,0.0,0.0
2024-03-14 21:00:00,26.52,75.4778,91.0681,35.9536,61.9789,43.8906,40.4214,21.653,76.2213,80.1843,1.2824,0.3387,7.4027,8.0254,0.0,0.0
2024-03-14 21:15:00,32.63,29.3964,0.6848,33.9456,32.4071,63.6409,93.1736,64.5311,88.5023,37.2519,52.9144,27.8637,52.0977,19.9416,0.0,0.0
