timestamp,sensor_id,value
2024-01-15T00:00:00,COOLING_TEMP_01,70.4769
2024-01-15T00:00:00,COOLING_PRES_01,9.9715
2024-01-15T00:00:00,COOLING_FLOW_01,249.9667
2024-01-15T00:00:00,COOLING_HEAT_01,20.0311
2024-01-15T00:00:00,PRIMARY_PRES_01,155.1077
2024-01-15T00:00:00,PRIMARY_TEMP_01,299.0119
2024-01-15T00:00:00,PRIMARY_FLOW_01,602.3356
2024-01-15T00:00:00,PRIMARY_LEVEL_01,50.8827
2024-01-15T00:01:00,COOLING_TEMP_01,70.0818
2024-01-15T00:01:00,COOLING_PRES_01,10.0681
2024-01-15T00:01:00,COOLING_FLOW_01,249.3481
2024-01-15T00:01:00,PRIMARY_PRES_01,155.1782
2024-01-15T00:01:00,PRIMARY_TEMP_01,298.2456
2024-01-15T00:01:00,PRIMARY_FLOW_01,598.0386
2024-01-15T00:02:00,COOLING_TEMP_01,69.1142
2024-01-15T00:02:00,COOLING_PRES_01,9.8882
2024-01-15T00:02:00,COOLING_FLOW_01,248.567
2024-01-15T00:02:00,COOLING_HEAT_01,19.9363
2024-01-15T00:02:00,PRIMARY_PRES_01,155.1758
2024-01-15T00:02:00,PRIMARY_TEMP_01,300.9233
2024-01-15T00:02:00,PRIMARY_FLOW_01,599.3268
2024-01-15T00:02:00,PRIMARY_LEVEL_01,50.2799
2024-01-15T00:03:00,COOLING_TEMP_01,69.4436
2024-01-15T00:03:00,COOLING_PRES_01,9.9449
2024-01-15T00:03:00,COOLING_FLOW_01,250.6837
2024-01-15T00:03:00,PRIMARY_PRES_01,155.1901
2024-01-15T00:03:00,PRIMARY_TEMP_01,299.3892
2024-01-15T00:03:00,PRIMARY_FLOW_01,603.6218
2024-01-15T00:04:00,COOLING_TEMP_01,70.7459
2024-01-15T00:04:00,COOLING_PRES_01,9.8729
2024-01-15T00:04:00,COOLING_FLOW_01,245.4961
2024-01-15T00:04:00,COOLING_HEAT_01,20.3679
2024-01-15T00:04:00,PRIMARY_PRES_01,154.9624
2024-01-15T00:04:00,PRIMARY_TEMP_01,297.9286
2024-01-15T00:04:00,PRIMARY_FLOW_01,597.372
2024-01-15T00:04:00,PRIMARY_LEVEL_01,50.8209
2024-01-15T00:05:00,COOLING_TEMP_01,69.4063
2024-01-15T00:05:00,COOLING_PRES_01,9.9759
2024-01-15T00:05:00,COOLING_FLOW_01,246.6374
2024-01-15T00:05:00,PRIMARY_PRES_01,155.236
2024-01-15T00:05:00,PRIMARY_TEMP_01,300.3903
2024-01-15T00:05:00,PRIMARY_FLOW_01,610.575
2024-01-15T00:06:00,COOLING_TEMP_01,69.9251
2024-01-15T00:06:00,COOLING_PRES_01,10.154
2024-01-15T00:06:00,COOLING_FLOW_01,248.6135
2024-01-15T00:06:00,COOLING_HEAT_01,20.5492
2024-01-15T00:06:00,PRIMARY_PRES_01,154.6326
2024-01-15T00:06:00,PRIMARY_TEMP_01,300.9946
2024-01-15T00:06:00,PRIMARY_FLOW_01,600.3595
2024-01-15T00:06:00,PRIMARY_LEVEL_01,50.2843
2024-01-15T00:07:00,COOLING_TEMP_01,69.2171
2024-01-15T00:07:00,COOLING_PRES_01,9.9984
2024-01-15T00:07:00,COOLING_FLOW_01,250.0408
2024-01-15T00:07:00,PRIMARY_PRES_01,154.5481
2024-01-15T00:07:00,PRIMARY_TEMP_01,301.4562
2024-01-15T00:07:00,PRIMARY_FLOW_01,588.1793
2024-01-15T00:08:00,COOLING_TEMP_01,70.2865
2024-01-15T00:08:00,COOLING_PRES_01,10.1478
2024-01-15T00:08:00,COOLING_FLOW_01,245.0409
2024-01-15T00:08:00,COOLING_HEAT_01,19.8779
2024-01-15T00:08:00,PRIMARY_PRES_01,154.7591
2024-01-15T00:08:00,PRIMARY_TEMP_01,301.0428
2024-01-15T00:08:00,PRIMARY_FLOW_01,599.1616
2024-01-15T00:08:00,PRIMARY_LEVEL_01,49.2251
2024-01-15T00:09:00,COOLING_TEMP_01,69.961
2024-01-15T00:09:00,COOLING_PRES_01,9.8618
2024-01-15T00:09:00,COOLING_FLOW_01,246.1052
2024-01-15T00:09:00,PRIMARY_PRES_01,155.0152
2024-01-15T00:09:00,PRIMARY_TEMP_01,302.1134
2024-01-15T00:09:00,PRIMARY_FLOW_01,597.6067
2024-01-15T00:10:00,COOLING_TEMP_01,70.4684
2024-01-15T00:10:00,COOLING_PRES_01,9.9586
2024-01-15T00:10:00,COOLING_FLOW_01,251.4088
2024-01-15T00:10:00,COOLING_HEAT_01,19.7536
2024-01-15T00:10:00,PRIMARY_PRES_01,155.3787
2024-01-15T00:10:00,PRIMARY_TEMP_01,298.067
2024-01-15T00:10:00,PRIMARY_FLOW_01,599.3531
2024-01-15T00:10:00,PRIMARY_LEVEL_01,49.2426
2024-01-15T00:11:00,COOLING_TEMP_01,70.7697
2024-01-15T00:11:00,COOLING_PRES_01,10.0359
2024-01-15T00:11:00,COOLING_FLOW_01,248.4277
2024-01-15T00:11:00,PRIMARY_PRES_01,155.0809
2024-01-15T00:11:00,PRIMARY_TEMP_01,300.1083
2024-01-15T00:11:00,PRIMARY_FLOW_01,600.6865
2024-01-15T00:12:00,COOLING_TEMP_01,70.388
2024-01-15T00:12:00,COOLING_PRES_01,10.0168
2024-01-15T00:12:00,COOLING_FLOW_01,245.0762
2024-01-15T00:12:00,COOLING_HEAT_01,19.684
2024-01-15T00:12:00,PRIMARY_PRES_01,155.1771
2024-01-15T00:12:00,PRIMARY_TEMP_01,301.8146
2024-01-15T00:12:00,PRIMARY_FLOW_01,601.3081
2024-01-15T00:12:00,PRIMARY_LEVEL_01,50.7105
2024-01-15T00:13:00,COOLING_TEMP_01,71.5526
2024-01-15T00:13:00,COOLING_PRES_01,10.0662
2024-01-15T00:13:00,COOLING_FLOW_01,249.7063
2024-01-15T00:13:00,PRIMARY_PRES_01,155.0419
2024-01-15T00:13:00,PRIMARY_TEMP_01,300.2091
2024-01-15T00:13:00,PRIMARY_FLOW_01,605.5722
2024-01-15T00:14:00,COOLING_TEMP_01,69.5297
2024-01-15T00:14:00,COOLING_PRES_01,9.707
2024-01-15T00:14:00,COOLING_FLOW_01,248.6926
2024-01-15T00:14:00,COOLING_HEAT_01,20.0404
2024-01-15T00:14:00,PRIMARY_PRES_01,154.7572
2024-01-15T00:14:00,PRIMARY_TEMP_01,301.2429
2024-01-15T00:14:00,PRIMARY_FLOW_01,599.4571
2024-01-15T00:14:00,PRIMARY_LEVEL_01,51.0104
2024-01-15T00:15:00,COOLING_TEMP_01,69.9956
2024-01-15T00:15:00,COOLING_PRES_01,9.8881
2024-01-15T00:15:00,COOLING_FLOW_01,253.2062
2024-01-15T00:15:00,PRIMARY_PRES_01,155.33
2024-01-15T00:15:00,PRIMARY_TEMP_01,301.1905
2024-01-15T00:15:00,PRIMARY_FLOW_01,609.2141
2024-01-15T00:16:00,COOLING_TEMP_01,71.6595
2024-01-15T00:16:00,COOLING_PRES_01,10.1606
2024-01-15T00:16:00,COOLING_FLOW_01,252.8137
2024-01-15T00:16:00,COOLING_HEAT_01,19.9585
2024-01-15T00:16:00,PRIMARY_PRES_01,154.8156
2024-01-15T00:16:00,PRIMARY_TEMP_01,297.7333
2024-01-15T00:16:00,PRIMARY_FLOW_01,604.5416
2024-01-15T00:16:00,PRIMARY_LEVEL_01,50.5856
2024-01-15T00:17:00,COOLING_TEMP_01,70.6221
2024-01-15T00:17:00,COOLING_PRES_01,10.0608
2024-01-15T00:17:00,COOLING_FLOW_01,253.3851
2024-01-15T00:17:00,PRIMARY_PRES_01,154.6959
2024-01-15T00:17:00,PRIMARY_TEMP_01,298.168
2024-01-15T00:17:00,PRIMARY_FLOW_01,603.0323
2024-01-15T00:18:00,COOLING_TEMP_01,69.4641
2024-01-15T00:18:00,COOLING_PRES_01,10.1286
2024-01-15T00:18:00,COOLING_FLOW_01,253.5981
2024-01-15T00:18:00,COOLING_HEAT_01,20.0262
2024-01-15T00:18:00,PRIMARY_PRES_01,155.7485
2024-01-15T00:18:00,PRIMARY_TEMP_01,299.8747
2024-01-15T00:18:00,PRIMARY_FLOW_01,596.6642
2024-01-15T00:18:00,PRIMARY_LEVEL_01,50.612
2024-01-15T00:19:00,COOLING_TEMP_01,70.3613
2024-01-15T00:19:00,COOLING_PRES_01,9.9194
2024-01-15T00:19:00,COOLING_FLOW_01,252.3876
2024-01-15T00:19:00,PRIMARY_PRES_01,155.5123
2024-01-15T00:19:00,PRIMARY_TEMP_01,301.1035
2024-01-15T00:19:00,PRIMARY_FLOW_01,593.9824
2024-01-15T00:20:00,COOLING_TEMP_01,70.3204
2024-01-15T00:20:00,COOLING_PRES_01,10.0033
2024-01-15T00:20:00,COOLING_FLOW_01,254.3021
2024-01-15T00:20:00,COOLING_HEAT_01,20.3702
2024-01-15T00:20:00,PRIMARY_PRES_01,155.77
2024-01-15T00:20:00,PRIMARY_TEMP_01,301.0749
2024-01-15T00:20:00,PRIMARY_FLOW_01,611.2531
2024-01-15T00:20:00,PRIMARY_LEVEL_01,49.4786
2024-01-15T00:21:00,COOLING_TEMP_01,70.2951
2024-01-15T00:21:00,COOLING_PRES_01,10.045
2024-01-15T00:21:00,COOLING_FLOW_01,248.3153
2024-01-15T00:21:00,PRIMARY_PRES_01,154.5711
2024-01-15T00:21:00,PRIMARY_TEMP_01,298.6507
2024-01-15T00:21:00,PRIMARY_FLOW_01,605.0084
2024-01-15T00:22:00,COOLING_TEMP_01,71.0106
2024-01-15T00:22:00,COOLING_PRES_01,9.8645
2024-01-15T00:22:00,COOLING_FLOW_01,249.8444
2024-01-15T00:22:00,COOLING_HEAT_01,19.8173
2024-01-15T00:22:00,PRIMARY_PRES_01,155.7034
2024-01-15T00:22:00,PRIMARY_TEMP_01,298.091
2024-01-15T00:22:00,PRIMARY_FLOW_01,611.3113
2024-01-15T00:22:00,PRIMARY_LEVEL_01,49.8804
2024-01-15T00:23:00,COOLING_TEMP_01,69.9562
2024-01-15T00:23:00,COOLING_PRES_01,9.9312
2024-01-15T00:23:00,COOLING_FLOW_01,248.7763
2024-01-15T00:23:00,PRIMARY_PRES_01,154.8772
2024-01-15T00:23:00,PRIMARY_TEMP_01,300.2515
2024-01-15T00:23:00,PRIMARY_FLOW_01,602.1218
2024-01-15T00:24:00,COOLING_TEMP_01,70.626
2024-01-15T00:24:00,COOLING_PRES_01,9.9595
2024-01-15T00:24:00,COOLING_FLOW_01,252.0584
2024-01-15T00:24:00,COOLING_HEAT_01,20.2115
2024-01-15T00:24:00,PRIMARY_PRES_01,154.8998
2024-01-15T00:24:00,PRIMARY_TEMP_01,300.2775
2024-01-15T00:24:00,PRIMARY_FLOW_01,603.2831
2024-01-15T00:24:00,PRIMARY_LEVEL_01,50.7405
2024-01-15T00:25:00,COOLING_TEMP_01,70.8728
2024-01-15T00:25:00,COOLING_PRES_01,9.7585
2024-01-15T00:25:00,COOLING_FLOW_01,251.4465
2024-01-15T00:25:00,PRIMARY_PRES_01,155.2474
2024-01-15T00:25:00,PRIMARY_TEMP_01,301.3108
2024-01-15T00:25:00,PRIMARY_FLOW_01,601.3482
2024-01-15T00:26:00,COOLING_TEMP_01,70.1525
2024-01-15T00:26:00,COOLING_PRES_01,9.9571
